Reporter	Year	Tariff_Regime	Base nomenclature	Product	Number of subheadings	No_of_National_TL	No_of_AVDuty	AVDuty_avg	AVDuty_min	AVDuty_max	Pct_DutyFree	No_of_Non_AVDuty	List_Non_AVDuty	No_of_TL_DiffDuty	Description
"Costa Rica"	2010	"Free-trade agreement duty rate for CAFTA, Dominican Republic and United States"	"HS07"	240220	1	2	2	27.4	27.4	27.4	0	0	""	2	"Cigarettes, containing tobacco"
"C?te d'Ivoire"	2014	"West African Economic and Monetary Union (WAEMU) free trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"C?te d'Ivoire"	2013	"West African Economic and Monetary Union (WAEMU) free trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"C?te d'Ivoire"	2012	"West African Economic and Monetary Union (WAEMU) free trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"C?te d'Ivoire"	2011	"West African Economic and Monetary Union (WAEMU) Free Trade Area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"C?te d'Ivoire"	2010	"West African Economic and Monetary Union (WAEMU) Free Trade Area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Croatia"	2013	"Free-trade agreement duty rate for Albania"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2013	"Free-trade agreement duty rate for Bosnia-Herzegovina"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2013	"Free-trade agreement duty rate for Moldova"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2013	"Free-trade agreement duty rate for Montenegro"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2013	"Free-trade agreement duty rate for UNMIK/Kosovo"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2012	"Free-trade agreement duty rate for Albania"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2012	"Free-trade agreement duty rate for Bosnia-Herzegovina"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2012	"Free-trade agreement duty rate for Moldova"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2012	"Free-trade agreement duty rate for Montenegro"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2012	"Free-trade agreement duty rate for UNMIK/Kosovo"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2011	"Free-trade agreement duty rate for the Former Yugoslav Republic of Macedonia"	"HS07"	240220	1	2	2	17.1	17.1	17.1	0	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2011	"Free-trade agreement duty rate for Bosnia-Herzegovina"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2011	"Free-trade agreement duty rate for UNMIK/Kosovo"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2011	"CEFTA-EU free-trade agreement duty rate"	"HS07"	240220	1	2	2	19	19	19	0	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2010	"Free-trade agreement duty rate for the Former Yugoslav Republic of Macedonia"	"HS07"	240220	1	2	2	17.1	17.1	17.1	0	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2010	"Free-trade agreement duty rate for Bosnia-Herzegovina"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2010	"Free-trade agreement duty rate for UNMIK/Kosovo"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2010	"CEFTA-EU free-trade agreement duty rate"	"HS07"	240220	1	2	2	19	19	19	0	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2009	"Free-trade agreement duty rate for Bosnia-Herzegovina"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Croatia"	2009	"Free-trade agreement duty rate for UNMIK/Kosovo"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Cuba"	2014	"General duty rates"	"HS12"	240220	1	2	2	40	40	40	0	0	""	2	"Cigarettes, containing tobacco"
"Cuba"	2013	"General duty rates"	"HS07"	240220	1	2	2	40	40	40	0	0	""	2	"Cigarettes, containing tobacco"
"Cuba"	2012	"General duty rates"	"HS07"	240220	1	2	2	40	40	40	0	0	""	2	"Cigarettes, containing tobacco"
"Cuba"	2011	"General duty rates"	"HS07"	240220	1	2	2	40	40	40	0	0	""	2	"Cigarettes, containing tobacco"
"Cuba"	2010	"General duty"	"HS07"	240220	1	2	2	40	40	40	0	0	""	2	"Cigarettes, containing tobacco"
"Cyprus"	2002	"EU preferential duty"	"HS02"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Cyprus"	2001	"EU preferential duty"	"HS96"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Cyprus"	2000	"EU preferential duty"	"HS96"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Cyprus"	1999	"EU preferential duty"	"HS96"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Cyprus"	1998	"EU preferential duty"	"HS96"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Djibouti"	2006	"Preferential duty rates for the Common Market for Eastern and Southern Africa (COMESA)"	"HS92"	240220	1	1	1	0	0	0	100	0	""	1	""
"Djibouti"	2006	"Preferential duty rates for Eritrea under the Common Market for Eastern and Southern Africa (COMESA)"	"HS92"	240220	1	1	1	3.3	3.3	3.3	0	0	""	1	""
"Djibouti"	2006	"Preferential duty rates for Uganda under the Common Market for Eastern and Southern Africa (COMESA)"	"HS92"	240220	1	1	1	6.6	6.6	6.6	0	0	""	1	""
"Dominica"	2014	"Customs Union Caribbean Community and Common Market (CARICOM)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Dominica"	2012	"Customs Union Caribbean Community and Common Market (CARICOM)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Ecuador"	2012	"Free trade agreement duty rates for Andean Community (CAN)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Ecuador"	2012	"Prefrential agreement duty rates for Argentina (AAP)"	"HS07"	240220	1	2	2	18	18	18	0	0	""	2	"Cigarettes, containing tobacco"
"Ecuador"	2012	"Prefrential agreement duty rates for Brazil (AAP)"	"HS07"	240220	1	2	2	18	18	18	0	0	""	2	"Cigarettes, containing tobacco"
"Ecuador"	2012	"Prefrential agreement duty rates for Chile (AAP)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Ecuador"	2012	"Prefrential agreement duty rates for Paraguay (AAP)"	"HS07"	240220	1	2	2	7.5	7.5	7.5	0	0	""	2	"Cigarettes, containing tobacco"
"Ecuador"	2012	"Prefrential agreement duty rates for Uruguay (AAP)"	"HS07"	240220	1	2	2	7.5	7.5	7.5	0	0	""	2	"Cigarettes, containing tobacco"
"Ecuador"	2011	"Andean Community common external tariff"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Egypt"	2012	"Arab Mediterranean countries free trade area duty rates (Agadir agreement)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Egypt"	2012	"Free trade duty rates for EFTA countries"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2012	"Free trade duty rates for Turkey"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2012	"Pan-Arab Free Trade Area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Egypt"	2012	"Free trade duty rates for EU"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2012	"Preferential duty rates for Ethiopia under COMESA"	"HS07"	240220	1	1	0	""	""	""	0	1	"[90.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2012	"Common Market for Eastern and Southern Africa (COMESA) free trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Egypt"	2012	"Preferential duty rates for Uganda and Eritrea under COMESA"	"HS07"	240220	1	1	0	""	""	""	0	1	"[20.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2011	"Arab Mediterranean countries free trade area duty rates (Agadir agreement)"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2011	"Free trade duty rates for EFTA countries"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2011	"Free trade duty rates for Turkey"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2011	"Pan-Arab Free Trade Area duty rates"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2011	"Free trade duty rates for EU"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2011	"Preferential duty rates for Ethiopia under COMESA"	"HS07"	240220	1	1	0	""	""	""	0	1	"[90.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2011	"Common Market for Eastern and Southern Africa (COMESA) free trade area duty rates"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2011	"Preferential duty rates for Uganda and Eritrea under COMESA"	"HS07"	240220	1	1	0	""	""	""	0	1	"[20.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2011	"The global system of trade preferences among developing countries (GSTP) agreement"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2011	"The global system of trade preferences among developing countries (GSTP) agreement for least-developed participants"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2010	"Arab Mediterranean countries free trade area duty rates (Agadir agreement)"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2010	"Free trade duty rates for EFTA countries"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2010	"Free trade duty rates for Turkey"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2010	"Pan-Arab Free Trade Area duty rates"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2010	"Free trade duty rates for EU"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2010	"Preferential duty rates for Ethiopia under COMESA"	"HS07"	240220	1	1	0	""	""	""	0	1	"[90.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2010	"Common Market for Eastern and Southern Africa (COMESA) free trade area duty rates"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2010	"Preferential duty rates for Uganda and Eritrea under COMESA"	"HS07"	240220	1	1	0	""	""	""	0	1	"[20.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2010	"The global system of trade preferences among developing countries (GSTP) agreement"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2010	"The global system of trade preferences among developing countries (GSTP) agreement for least-developed participants"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2009	"Arab Mediterranean countries free trade area duty rates (Agadir agreement)"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2009	"Pan-Arab Free Trade Area duty rates"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2009	"Preferential duty rates for Ethiopia under COMESA"	"HS07"	240220	1	1	0	""	""	""	0	1	"[90.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2009	"Common Market for Eastern and Southern Africa (COMESA) free trade area duty rates"	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2009	"Preferential duty rates for Uganda and Eritrea under COMESA"	"HS07"	240220	1	1	0	""	""	""	0	1	"[20.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2009	"The global system of trade preferences among developing countries (GSTP) agreement."	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"Egypt"	2009	"The global system of trade preferences among developing countries (GSTP) agreement for least-developed participants."	"HS07"	240220	1	1	0	""	""	""	0	1	"[100.000 pounds per net kilogram]"	1	"Cigarettes, containing tobacco"
"El Salvador"	2013	"Free-trade agreement duty rate for Mexico"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2013	"Free-trade agreement duty rate for Chile"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2013	"Free-trade agreement duty rate for Panama"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2013	"Free-trade agreement duty rate for United States of America"	"HS12"	240220	1	1	1	14	14	14	0	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2013	"Free-trade agreement duty rate for Cuba"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2012	"Preferential duty rates for Chili"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2012	"Preferential duty rates for Panama"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2012	"Preferential duty rates for United States"	"HS12"	240220	1	1	1	16	16	16	0	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2012	"Preferential duty rates for the Central American Common Market  (CACM)"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2011	"Free-trade agreement duty rate for Chile"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2011	"Free-trade agreement duty rate for Panama"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2011	"Free-trade agreement duty rate for United States of America"	"HS07"	240220	1	1	1	18	18	18	0	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2010	"Free-trade agreement duty rate for Chile"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2010	"Free-trade agreement duty rate for Panama"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2010	"Free-trade agreement duty rate for United States of America"	"HS07"	240220	1	1	1	20	20	20	0	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2009	"Free-trade agreement duty rate for Chile"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2009	"Free-trade agreement duty rate for Panama"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"El Salvador"	2009	"Free-trade agreement duty rate for United States of America"	"HS07"	240220	1	1	1	22	22	22	0	0	""	1	"Cigarettes, containing tobacco"
"Gabon"	2013	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Gabon"	2012	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Gabon"	2011	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Gabon"	2010	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Gabon"	2009	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Georgia"	2014	"Free-trade agreement duty rate for the Commonwealth of Independent States (CIS)"	"HS12"	240220	1	19	19	0	0	0	100	0	""	19	"Cigarettes, containing tobacco"
"Georgia"	2014	"Free-trade agreement duty rate for European Union"	"HS12"	240220	1	19	19	0	0	0	100	0	""	19	"Cigarettes, containing tobacco"
"Georgia"	2013	"Free-trade agreement duty rate for the Commonwealth of Independent States (CIS)"	"HS12"	240220	1	19	19	0	0	0	100	0	""	19	"Cigarettes, containing tobacco"
"Georgia"	2012	"Free-trade agreement duty rate for the Commonwealth of Independent States (CIS)"	"HS12"	240220	1	19	19	0	0	0	100	0	""	19	"Cigarettes, containing tobacco"
"Georgia"	2011	"Free-trade agreement duty rate for the Commonwealth of Independent States (CIS)"	"HS02"	240220	1	15	15	0	0	0	100	0	""	15	"Cigarettes, containing tobacco"
"Georgia"	2010	"Free-trade agreement duty rate for the Commonwealth of Independent States (CIS)"	"HS02"	240220	1	15	15	0	0	0	100	0	""	15	"Cigarettes, containing tobacco"
"Guatemala"	2012	"Free Trade Area with Dominican Republic and Central America (DR-CAFTA) duty rates"	"HS12"	240220	1	2	2	10.6	10.6	10.6	0	0	""	2	"Cigarettes, containing tobacco"
"Guatemala"	2012	"Free-trade agreement duty rate for Panama"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Guatemala"	2012	"Free-trade agreement duty rate for Chile"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Guatemala"	2012	"Preferential duty rates for Cuba"	"HS12"	240220	1	2	2	10	0	20	50	0	""	1	"Cigarettes, containing tobacco"
"Guatemala"	2011	"Free Trade Area with Dominican Republic and Central America (DR-CAFTA) duty rates"	"HS07"	240220	1	2	2	12	12	12	0	0	""	2	"Cigarettes, containing tobacco"
"Guatemala"	2011	"Free-trade agreement duty rate for Panama"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Guatemala"	2011	"Free-trade agreement duty rate for Chile"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Guatemala"	2011	"Preferential duty rates for Cuba"	"HS07"	240220	1	2	2	10	0	20	50	0	""	1	"Cigarettes, containing tobacco"
"Guatemala"	2010	"Free Trade Area with Dominican Republic and Central America (DR-CAFTA) duty rates"	"HS07"	240220	1	2	2	13.3	13.3	13.3	0	0	""	2	"Cigarettes, containing tobacco"
"Guatemala"	2010	"Free-trade agreement duty rate for Panama"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Guatemala"	2010	"Preferential duty rates for Cuba"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Guatemala"	2008	"Free Trade Area with Dominican Republic and Central America (DR-CAFTA) duty rates"	"HS07"	240220	1	1	1	16	16	16	0	0	""	1	"Cigarettes, containing tobacco"
"Guatemala"	2008	"Preferential duty rates for Cuba"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Guinea-Bissau"	2014	"West African Economic and Monetary Union (WAEMU) free trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Guinea-Bissau"	2013	"West African Economic and Monetary Union (WAEMU) free trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Guinea-Bissau"	2012	"West African Economic and Monetary Union (WAEMU) free trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Guinea-Bissau"	2011	"West African Economic and Monetary Union (WAEMU) Free Trade Area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Guinea-Bissau"	2010	"West African Economic and Monetary Union (WAEMU) Free Trade Area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Guyana"	2013	"Customs Union Caribbean Community and Common Market (CARICOM)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Guyana"	2012	"Customs Union Caribbean Community and Common Market (CARICOM)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Hungary"	2002	"European Union preferential duty"	"HS02"	240220	1	2	2	40.3	40.3	40.3	0	0	""	2	"Cigarettes, containing tobacco"
"Hungary"	2002	"Least Developed Country duty"	"HS02"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Hungary"	2001	"Least Developed Country duty"	"HS96"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Hungary"	2000	"Least Developed Country tariff"	"HS96"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Hungary"	1999	"Least Developed Country tariff"	"HS96"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Hungary"	1998	"Least Developed Country tariff"	"HS96"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"India"	2014	"Preferential duty scheme for least developed countries (LDC)"	"HS12"	240220	1	8	6	30	30	30	0	1	"[]"	1	"Cigarettes, containing tobacco"
"India"	2010	"Free Trade Agreement duty rate for Sri Lanka"	"HS07"	240220	1	6	6	0	0	0	100	0	""	6	"Cigarettes, containing tobacco"
"Indonesia"	2012	"ASEAN free-trade area duty rates"	"HS07"	240220	1	3	3	0	0	0	100	0	""	3	"Cigarettes, containing tobacco"
"Indonesia"	2012	"ASEAN- China free-trade area duty rates"	"HS07"	240220	1	3	3	0	0	0	100	0	""	3	"Cigarettes, containing tobacco"
"Indonesia"	2012	"ASEAN-Republic of Korea free-trade area duty rates"	"HS07"	240220	1	3	3	0	0	0	100	0	""	3	"Cigarettes, containing tobacco"
"Indonesia"	2012	"ASEAN- India free-trade area duty rates"	"HS07"	240220	1	3	3	12	12	12	0	0	""	3	"Cigarettes, containing tobacco"
"Indonesia"	2011	"ASEAN - Common Effective Preferential Tariff (CEPT)"	"HS07"	240220	1	3	3	0	0	0	100	0	""	3	"Cigarettes, containing tobacco"
"Indonesia"	2011	"ASEAN - China"	"HS07"	240220	1	3	3	5	5	5	0	0	""	3	"Cigarettes, containing tobacco"
"Indonesia"	2011	"ASEAN - Korea"	"HS07"	240220	1	3	3	5	5	5	0	0	""	3	"Cigarettes, containing tobacco"
"Indonesia"	2011	"ASEAN - India"	"HS07"	240220	1	3	3	13	13	13	0	0	""	3	"Cigarettes, containing tobacco"
"Indonesia"	2010	"ASEAN - Common Effective Preferential Tariff (CEPT)"	"HS07"	240220	1	3	3	5	5	5	0	0	""	3	"Cigarettes, containing tobacco"
"Indonesia"	2010	"ASEAN - China"	"HS07"	240220	1	3	3	5	5	5	0	0	""	3	"Cigarettes, containing tobacco"
"Indonesia"	2010	"ASEAN - Korea"	"HS07"	240220	1	3	3	5	5	5	0	0	""	3	"Cigarettes, containing tobacco"
"Jamaica"	2013	"Customs Union Caribbean Community and Common Market (CARICOM)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Jamaica"	2012	"Customs Union Caribbean Community and Common Market (CARICOM)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Kenya"	2014	"East African Community Customs Union free-trade area"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Kenya"	2013	"East African Community Customs Union free-trade area"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Kenya"	2012	"East African Community Customs Union free-trade area"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Kenya"	2011	"East African Community Customs Union free-trade area"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Kenya"	2010	"East African Community Customs Union free-trade area"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Korea, Republic of"	2014	"Least Developed Countries (LDC) duties"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Korea, Republic of"	2013	"Least Developed Countries (LDC) duties"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Korea, Republic of"	2012	"Least Developed Countries (LDC) duties"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Korea, Republic of"	2011	"Least Developed Countries (LDC) duties"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Korea, Republic of"	2010	"Least Developed Countries (LDC) duties"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Kyrgyz Republic"	2012	"Free-trade agreement duty rate for the Commonwealth of Independent States (CIS)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Kyrgyz Republic"	2012	"Least Developed Countries (LDC) duties"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Kyrgyz Republic"	2012	"General duty"	"HS07"	240220	1	2	2	35	35	35	0	0	""	2	"Cigarettes, containing tobacco"
"Kyrgyz Republic"	2010	"Preferential tariff for CIS countries"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Kyrgyz Republic"	2010	"Least Developed Countries (LDC) duties"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Kyrgyz Republic"	2010	"General duty rates"	"HS07"	240220	1	2	2	35	35	35	0	0	""	2	"Cigarettes, containing tobacco"
